advertiser,pageId,libraryId,active,start,end,format,cta,link,title,body,regions,mediaFiles
Direcional Engenharia,159185379226,1080552804368339,True,2026-08-26,2026-09-15,VIDEO,Saiba mais,https://www.direcional.com.br/?utm_source=meta&utm_medium=cpm&utm_campaign=pago-direcional-spi-institucional-direcional-institucional-seu-ape-&utm_term=direcional-institucional-seu-ape-institucional-spi,Mais segurança no dia a dia faz toda diferença 🏠➕,"Com condomínios fechados e a solidez de uma empresa com mais de 45 anos de história, a Direcional oferece opções de apês em Ribeirão Preto com condições facilitadas para você conquistar o seu.   Aqui, seu apê é D+!",,1080552804368339_0_video_hd.mp4;1080552804368339_0_video_sd.mp4;1080552804368339_0_video_preview.jpg
Direcional Engenharia,159185379226,1065680459496544,True,2026-08-26,2026-09-16,VIDEO,Saiba mais,https://www.direcional.com.br/?utm_source=meta&utm_medium=cpm&utm_campaign=pago-direcional-spi-institucional-direcional-institucional-seu-ape-&utm_term=direcional-institucional-seu-ape-institucional-spi,"Você merece mais, você merece um apê Direcional 🏠➕","Depois de tanta dedicação, conquistar o apê próprio faz ainda mais sentido.   A Direcional tem opções de apês em Ribeirão Preto com financiamento facilitado e condições que podem ser mais vantajosas do que pagar aluguel.   Aqui, seu apê é D+!",,1065680459496544_0_video_hd.mp4;1065680459496544_0_video_sd.mp4;1065680459496544_0_video_preview.jpg
Direcional Engenharia,159185379226,1800060921149156,True,2026-08-26,2026-09-15,DCO,Cadastre-se,http://fb.me/,Aproveite Condições,"A oportunidade de conquistar seu apartamento chegou. Saia do aluguel e invista em um futuro com mais conforto e qualidade de vida.   • 2 e 3 quartos • Opções com suíte e varanda • Lazer de Clube • Bairro Três Barras, Contagem  Cadastre-se e receba todas as informações. #Direcional #Apartamento #ArboreResidencial",,1800060921149156_card0_card_image.png;1800060921149156_card1_card_image.png
Direcional Engenharia,159185379226,936168492866781,True,2026-08-26,2026-09-15,VIDEO,Saiba mais,https://www.direcional.com.br/?utm_source=meta&utm_medium=cpm&utm_campaign=pago-direcional-am-institucional-direcional-institucional-seu-ape-&utm_term=direcional-institucional-seu-ape-institucional-am,Mais segurança no dia a dia faz toda diferença 🏠➕,"Mais segurança no dia a dia faz toda diferença 🏠➕  Com condomínios fechados e a solidez de uma empresa com mais de 45 anos de história, a Direcional oferece opções de apês em Manaus com condições facilitadas para você conquistar o seu.   Aqui, seu apê é D+!",,936168492866781_0_video_hd.mp4;936168492866781_0_video_sd.mp4;936168492866781_0_video_preview.jpg
Direcional Engenharia,159185379226,1075513218368161,True,2026-08-26,2026-09-15,VIDEO,Saiba mais,https://www.direcional.com.br/?utm_source=meta&utm_medium=cpm&utm_campaign=pago-direcional-mg-institucional-direcional-institucional-seu-ape-&utm_term=direcional-institucional-seu-ape-institucional-mg,"Você merece mais, você merece um apê Direcional 🏠➕","Depois de tanta dedicação, conquistar o apê próprio faz ainda mais sentido.   A Direcional tem opções de apês em Belo Horizonte com financiamento facilitado e condições que podem ser mais vantajosas do que pagar aluguel.   Aqui, seu apê é D+!",,1075513218368161_0_video_hd.mp4;1075513218368161_0_video_sd.mp4;1075513218368161_0_video_preview.jpg
Direcional Engenharia,159185379226,25962397653457702,True,2026-08-26,2026-09-15,VIDEO,Saiba mais,https://www.direcional.com.br/?utm_source=meta&utm_medium=cpm&utm_campaign=pago-direcional-am-institucional-direcional-institucional-seu-ape-&utm_term=direcional-institucional-seu-ape-institucional-am,"Você merece mais, você merece um apê Direcional 🏠➕","Você merece mais, você merece um apê Direcional 🏠➕  Depois de tanta dedicação, conquistar o apê próprio faz ainda mais sentido. A Direcional tem opções de apês em Manaus com financiamento facilitado e condições que podem ser mais vantajosas do que pagar aluguel.   Aqui, seu apê é D+!",,25962397653457702_0_video_hd.mp4;25962397653457702_0_video_sd.mp4;25962397653457702_0_video_preview.jpg
Direcional Engenharia,159185379226,2490947951389092,True,2026-08-26,2026-09-15,VIDEO,Saiba mais,https://www.direcional.com.br/?utm_source=meta&utm_medium=cpm&utm_campaign=pago-direcional-mg-institucional-direcional-institucional-seu-ape-&utm_term=direcional-institucional-seu-ape-institucional-mg,Mais segurança no dia a dia faz toda diferença 🏠➕,"Com condomínios fechados e a solidez de uma empresa com mais de 45 anos de história, a Direcional oferece opções de apês em Contagem com condições facilitadas para você conquistar o seu.   Aqui, seu apê é D+!",,2490947951389092_0_video_hd.mp4;2490947951389092_0_video_sd.mp4;2490947951389092_0_video_preview.jpg
Direcional Engenharia,159185379226,1069383452449246,True,2026-08-26,2026-09-15,VIDEO,Saiba mais,https://www.direcional.com.br/?utm_source=meta&utm_medium=cpm&utm_campaign=pago-direcional-mg-institucional-direcional-institucional-seu-ape-&utm_term=direcional-institucional-seu-ape-institucional-mg,"Você merece mais, você merece um apê Direcional 🏠➕","Depois de tanta dedicação, conquistar o apê próprio faz ainda mais sentido.   A Direcional tem opções de apês em Contagem com financiamento facilitado e condições que podem ser mais vantajosas do que pagar aluguel.   Aqui, seu apê é D+!",,1069383452449246_0_video_hd.mp4;1069383452449246_0_video_sd.mp4;1069383452449246_0_video_preview.jpg
Direcional Engenharia,159185379226,1729372991660804,True,2026-08-26,2026-09-15,VIDEO,Saiba mais,https://www.direcional.com.br/?utm_source=meta&utm_medium=cpm&utm_campaign=pago-direcional-spi-institucional-direcional-institucional-seu-ape-&utm_term=direcional-institucional-seu-ape-institucional-spi,"Você merece mais, você merece um apê Direcional 🏠➕","Depois de tanta dedicação, conquistar o apê próprio faz ainda mais sentido.   A Direcional tem opções de apês em Ribeirão Preto com financiamento facilitado e condições que podem ser mais vantajosas do que pagar aluguel.   Aqui, seu apê é D+!",,1729372991660804_0_video_hd.mp4;1729372991660804_0_video_sd.mp4;1729372991660804_0_video_preview.jpg
Direcional Engenharia,159185379226,4529047853984649,True,2026-08-26,2026-09-15,DCO,Cadastre-se,http://fb.me/,Seu momento de sair do aluguel chegou,"O Conquista Boulevard Park está com obras iniciadas e é a oportunidade perfeita para você sair do aluguel com mais conforto e segurança. Um condomínio com 2 quartos e lazer de clube completo para toda a família, planejado para oferecer qualidade de vida todos os dias.  Agora é a hora de garantir seu apartamento com parcelas que cabem no seu bolso.",,4529047853984649_card0_card_image.png;4529047853984649_card1_card_image.png;4529047853984649_card2_card_image.png
Direcional Engenharia,159185379226,1760788828291893,True,2026-08-26,2026-09-15,VIDEO,Saiba mais,https://www.direcional.com.br/?utm_source=meta&utm_medium=cpm&utm_campaign=pago-direcional-mg-institucional-direcional-institucional-seu-ape-&utm_term=direcional-institucional-seu-ape-institucional-mg,"Você merece mais, você merece um apê Direcional 🏠➕","Depois de tanta dedicação, conquistar o apê próprio faz ainda mais sentido.   A Direcional tem opções de apês em Contagem com financiamento facilitado e condições que podem ser mais vantajosas do que pagar aluguel.   Aqui, seu apê é D+!",,1760788828291893_0_video_hd.mp4;1760788828291893_0_video_sd.mp4;1760788828291893_0_video_preview.jpg
Direcional Engenharia,159185379226,1835061027868193,True,2026-08-26,2026-09-16,VIDEO,Saiba mais,https://www.direcional.com.br/?utm_source=meta&utm_medium=cpm&utm_campaign=pago-direcional-spi-institucional-direcional-institucional-seu-ape-&utm_term=direcional-institucional-seu-ape-institucional-spi,Mais segurança no dia a dia faz toda diferença 🏠➕,"Com condomínios fechados e a solidez de uma empresa com mais de 45 anos de história, a Direcional oferece opções de apês em Ribeirão Preto com condições facilitadas para você conquistar o seu.   Aqui, seu apê é D+!",,1835061027868193_0_video_hd.mp4;1835061027868193_0_video_sd.mp4;1835061027868193_0_video_preview.jpg
Direcional Engenharia,159185379226,2363067457835957,True,2026-08-26,2026-09-14,DCO,Cadastre-se,http://fb.me/,Viva no coração do Rio Vermelho,"Quem sonha em morar ou investir no bairro mais vibrante de Salvador agora tem a oportunidade perfeita para isso. Com apartamentos de 1, 2 e 3 quartos, suíte, varanda e um lazer completo, o Viv Rio Vermelho é o endereço perfeito para quem busca exclusividade e conforto. Entre em contato e descubra mais! #Direcional #VivRioVermelho",,2363067457835957_card0_card_video_hd.mp4;2363067457835957_card1_card_video_hd.mp4
Direcional Engenharia,159185379226,2166169677613634,True,2026-08-26,2026-09-15,DCO,Cadastre-se,http://fb.me/,Seu novo lar,"Viver bem em Abrantes agora é realidade! No Conquista Vila Verde, você encontra um condomínio fechado, com 1 e 2 quartos, opção de garden e lazer completo para toda a família.   Descubra nosso mais novo lançamento no Cidade Arbo e aproveite as condições incríveis que preparamos para você.",,2166169677613634_card0_card_video_hd.mp4;2166169677613634_card1_card_video_hd.mp4
Direcional Engenharia,159185379226,1564419282087670,True,2026-08-26,2026-09-15,DCO,Cadastre-se,http://fb.me/,Viva em um bairro planejado,"Se você busca morar em um condomínio completo e com localização estratégica, essa é a sua chance. Com a Direcional, você tem você tem apartamentos de três quartos, com fácil acesso e ótimas opções locais de comércio, serviços e transporte.  Localização, acessos e mobilidade urbana; Comércio e serviços no entorno; Terminal de ônibus dentro da área do projeto;  No Recanto dos Pássaros, você tem a chance de aproveitar tudo o que uma boa localização tem a oferecer. Não perca essa chance!  #Apartamento #Direcional #RecantoDosPássaros",,1564419282087670_card0_card_image.png;1564419282087670_card1_card_image.png
Direcional Engenharia,159185379226,967747589703573,True,2026-08-26,2026-09-16,DCO,Cadastre-se,http://fb.me/,Seu momento de sair do aluguel chegou,"O Conquista Boulevard Park está com obras iniciadas e é a oportunidade perfeita para você sair do aluguel com mais conforto e segurança. Um condomínio com 2 quartos e lazer de clube completo para toda a família, planejado para oferecer qualidade de vida todos os dias.  Agora é a hora de garantir seu apartamento com parcelas que cabem no seu bolso.",,967747589703573_card0_card_video_hd.mp4;967747589703573_card1_card_video_hd.mp4
Direcional Engenharia,159185379226,1374740800973190,True,2026-08-26,2026-09-14,DCO,Cadastre-se,http://fb.me/,Bairro Três Barras,"Conheça o Árbore Residencial e mude de vida. São apartamentos de 2 e 3 quartos com suíte, varanda e lazer de clube!  Essa é mais uma chance de você realizar o sonho de comprar o seu apê! Com a Direcional, esse sonho vira realidade.   #Direcional #Apartamento #ArboreResidencial",,1374740800973190_card0_card_image.png;1374740800973190_card1_card_image.png
Direcional Engenharia,159185379226,1065508782617650,True,2026-08-26,2026-09-15,VIDEO,Cadastre-se,http://fb.me/,Bairro Três Barras,"Conheça o Árbore Residencial e mude de vida. São apartamentos de 2 e 3 quartos com suíte, varanda e lazer completo!  Essa é mais uma chance de você realizar o sonho de comprar o seu apê! Com a Direcional, esse sonho vira realidade.   #Direcional #Apartamento #ArboreResidencial",,1065508782617650_0_video_hd.mp4;1065508782617650_0_video_sd.mp4;1065508782617650_0_video_preview.jpg
Direcional Engenharia,159185379226,1079312907793388,True,2026-08-26,2026-09-15,DCO,Cadastre-se,http://fb.me/,Conquiste seu Apê Próprio no Butantã,"🏠 Saia do aluguel agora! Com o Programa Casa Paulista, você recebe até R$ 16 mil de subsídio* para conquistar seu 2 dorms no Conquista Clube Butantã. É a sua chance de ter as chaves do que é seu com parcelas que cabem no bolso.   ✅ 2 Dorms com lazer de clube (+20 itens) ✅ Próximo ao Metrô e principais avenidas  Clique no link e garanta seu subsídio! 👇",metrô,1079312907793388_card0_card_image.png;1079312907793388_card1_card_image.png;1079312907793388_card2_card_image.png
Direcional Engenharia,159185379226,1602691634860147,True,2026-08-26,2026-09-14,DCO,Cadastre-se,http://fb.me/,More em Contagem,"Seu novo apartamento está esperando por você, mais conforto para a família e condições facilitadas para mudar de vida. Venha nos fazer uma visita, conheça nossos decorados e aproveite para garantir a sua unidade.  #Direcional #Apartamento #ArboreResidencial",,1602691634860147_card0_card_image.png;1602691634860147_card1_card_image.png
Direcional Engenharia,159185379226,1604183288002047,True,2026-08-26,2026-09-16,DCO,Cadastre-se,http://fb.me/,Bairro Três Barras,"Conheça o Árbore Residencial e mude de vida. São apartamentos de 2 e 3 quartos com suíte, varanda e lazer de clube!  Essa é mais uma chance de você realizar o sonho de comprar o seu apê! Com a Direcional, esse sonho vira realidade.   #Direcional #Apartamento #ArboreResidencial",,1604183288002047_card0_card_image.png;1604183288002047_card1_card_image.png
Direcional Engenharia,159185379226,1866504704757096,True,2026-08-26,2026-09-15,DCO,Cadastre-se,http://fb.me/,Seu novo lar com diversão completa,🏀 O seu novo endereço vem com um clube exclusivo para você e sua família aproveitarem todos os dias sem sair de casa!  🏡 Apartamentos de 2 dorms. com varanda grill e opção de vaga 🏊 Lazer completo para todas as idades 💳 Sinal a partir de R$ 899*  Garanta mais qualidade de vida para quem você ama. 👇,,1866504704757096_card0_card_image.png;1866504704757096_card1_card_image.png;1866504704757096_card2_card_image.png
Direcional Engenharia,159185379226,1752687809088743,True,2026-08-26,2026-09-13,VIDEO,Cadastre-se,http://fb.me/,Mais tempo para sua família todos os dias,"Chegar em casa mais cedo não precisa ser um sonho. Morar perto do Shopping Estação São Miguel e de comércios essenciais resolve sua vida num piscar de olhos.  Ganhe agilidade nas tarefas cotidianas e aproveite cada minuto extra com quem você ama, em um condomínio com infraestrutura completa. ✅ Apartamentos de 2 dorms. com varanda grill e clube de lazer.  Saiba como morar com mais praticidade. Clique aqui 👇",,1752687809088743_0_video_hd.mp4;1752687809088743_0_video_sd.mp4;1752687809088743_0_video_preview.jpg
Direcional Engenharia,159185379226,1532655365572767,True,2026-08-26,2026-09-14,DCO,Cadastre-se,http://fb.me/,Seu novo lar com diversão completa,🏀 O seu novo endereço vem com um clube exclusivo para você e sua família aproveitarem todos os dias sem sair de casa!  🏡 Apartamentos de 2 dorms. com varanda grill e opção de vaga 🏊 Lazer completo para todas as idades 💳 Sinal a partir de R$ 899*  Garanta mais qualidade de vida para quem você ama. 👇,,1532655365572767_card0_card_video_hd.mp4;1532655365572767_card1_card_video_hd.mp4;1532655365572767_card2_card_video_hd.mp4
Direcional Engenharia,159185379226,2319343522135535,True,2026-08-26,2026-09-14,DCO,Cadastre-se,http://fb.me/,Seu refúgio no Jardim das Esmeraldas,🌿 E se o seu próximo endereço fosse um refúgio para desacelerar e aproveitar o melhor da vida? Encontre o equilíbrio perfeito entre a rotina urbana e a qualidade de vida no Mirante Jardim das Esmeraldas.   ✨ Sinal a partir de R$ 899* ✨ Unidades a partir de R$ 249 mil* e entrada em 84x*  A hora de mudar é agora. Clique no link e garanta sua unidade. 👇,,2319343522135535_card0_card_image.png;2319343522135535_card1_card_image.png;2319343522135535_card2_card_image.png
Direcional Engenharia,159185379226,1964329657610584,True,2026-08-26,2026-09-15,VIDEO,Cadastre-se,http://fb.me/,Viva entre natureza e mobilidade privilegiada,"🌿 More cercado pelo verde sem abrir mão da cidade! No Mirante Jardim das Esmeraldas você encontra apartamentos de 2 dorms. com lazer completo, opção de vaga e varanda grill, em um projeto que nasce integrado à Mata Esmeralda.  📍 Localização estratégica: • 1 min do Colégio Adventista • Próximo ao Shopping Taboão • Fácil acesso à Rodovia Raposo Tavares e ao Rodoanel • Conexão rápida com o Metrô de São Paulo  ✨ Mais qualidade de vida no endereço certo, na cidade que não para: São Paulo.",metrô|são paulo,1964329657610584_0_video_hd.mp4;1964329657610584_0_video_sd.mp4;1964329657610584_0_video_preview.jpg
Direcional Engenharia,159185379226,37894791013502633,True,2026-08-26,2026-09-15,DCO,Cadastre-se,http://fb.me/,More a 10 min da estação Vila Sônia,"🌿 Já pensou em viver em uma localização estratégica, com uma rua tranquila e arborizada, e apenas a 10 minutos da estação Vila Sônia?   🏡 Apartamentos de 2 dorms. com varanda grill e opção de vaga 🏊 Lazer completo para todas as idades 💳 Sinal a partir de R$ 899*  Venha conhecer a sua futura vista. 👇",,37894791013502633_card0_card_video_hd.mp4;37894791013502633_card1_card_video_hd.mp4;37894791013502633_card2_card_video_hd.mp4
Direcional Engenharia,159185379226,1233608665621673,True,2026-08-26,2026-09-15,VIDEO,Cadastre-se,http://fb.me/,Lazer de clube todos os dias,"✨ Chegou a hora de morar com estrutura completa sem pagar mais por isso. No Mirante Jardim das Esmeraldas você vive em apartamentos de 2 dorms. com lazer completo, varanda grill e opção de vaga, dentro de um condomínio planejado para o seu conforto.  🏊 Piscina para relaxar 🍖 Espaços gourmet para receber 👨‍👩‍👧 Áreas pensadas para a família 🚗 Edifício garagem com mais segurança 💰 Condições especiais disponíveis: entrada facilitada e planos que cabem no bolso.",,1233608665621673_0_video_hd.mp4;1233608665621673_0_video_sd.mp4;1233608665621673_0_video_preview.jpg
Direcional Engenharia,159185379226,1934902770514810,True,2026-08-27,2026-09-16,DCO,Cadastre-se,http://fb.me/,O seu sonho da casa própria tem endereço certo,"Sair do aluguel e morar em um bairro planejado nunca foi tão acessível! 📍No Jardim Manaus, você vive o melhor de uma região revitalizada e com lazer para todas as idades.  Garanta a sua unidade enquanto é tempo.  📲 Envie uma mensagem agora mesmo e escolha onde morar!",,1934902770514810_card0_card_image.png;1934902770514810_card1_card_image.png;1934902770514810_card2_card_image.png
Direcional Engenharia,159185379226,1409491954387019,True,2026-08-27,2026-09-16,DCO,Cadastre-se,http://fb.me/,Oportunidade única no Siqueira,"🚨 O APARTAMENTO MAIS EM CONTA DO CEARÁ PODE SER SEU!   Com parcelas a partir de R$ 299*, chegou o Viva Vida Jandaia, o novo lançamento da Direcional no Siqueira, com apartamentos de 2 quartos, lazer completo, segurança 24h e 13 itens de lazer para você viver muito bem pagando muito pouco!  ✔ Entrada facilitada em até 84x*  ✔ Parcelas a partir de R$ 299*  ✔ Documentação gratuita*  👉 Chama agora e garanta sua unidade antes que acabe!",,1409491954387019_card0_card_image.png;1409491954387019_card1_card_image.png;1409491954387019_card2_card_image.png
Direcional Engenharia,159185379226,898301023037820,True,2026-08-27,2026-09-16,DCO,Cadastre-se,http://fb.me/,O apartamento mais barato de São Lourenço da Mata,"Além de condições que cabem no seu bolso, você ainda garante um condomínio com lazer para aproveitar momentos especiais com quem você ama.  🚨 Não perca essa oportunidade. Faça sua simulação e venha conquistar o seu apê!",,898301023037820_card0_card_image.jpg;898301023037820_card1_card_image.jpg;898301023037820_card2_card_image.jpg
Direcional Engenharia,159185379226,4350996855214543,True,2026-08-27,2026-09-16,DCO,Cadastre-se,http://fb.me/,Seu novo apê Direcional,"O Conquista Jaboatão, em Sucupira, foi pensado para quem busca muito mais qualidade de vida.  📌 Apartamentos de 2 quartos com lazer completo. 📌 Próximo a escolas, mercados e serviços essenciais.  Fale com a gente e aproveite essa oportunidade!",,4350996855214543_card0_card_image.png;4350996855214543_card1_card_image.png
Direcional Engenharia,159185379226,1108759575155811,True,2026-08-27,2026-09-16,DCO,Cadastre-se,http://fb.me/,"Viva em Paulista, perto de tudo","Chegou o Conquista Paulista Residence, um lançamento pensado para quem busca conforto, lazer e segurança em uma localização estratégica.   Apartamentos de 2 quartos com lazer completo e ideal para o seu dia a dia. Aproveite as condições mais que especiais de lançamento agora mesmo.  Fale com a gente e dê o primeiro passo para conquistar seu novo lar.",,1108759575155811_card0_card_image.png;1108759575155811_card1_card_image.png
Direcional Engenharia,159185379226,2173888043194093,True,2026-08-27,2026-09-16,VIDEO,Cadastre-se,http://fb.me/,Imagine abrir a porta e já se ver morando aqui,"No vídeo do decorado do Viv Rio Vermelho, você percorre cada ambiente como se estivesse no seu próprio apartamento: sala, acabamentos, detalhes e a sensação real de estar em casa.  Uma experiência imersiva para você visualizar seu futuro, do jeito que ele pode ser.  Estamos nas últimas unidades. Quer receber todas as informações e dar o próximo passo?",,2173888043194093_0_video_hd.mp4;2173888043194093_0_video_sd.mp4;2173888043194093_0_video_preview.jpg
Direcional Engenharia,159185379226,892185230378305,True,2026-08-27,2026-09-16,DCO,Cadastre-se,http://fb.me/,Venha para o Estilo Boa Viagem,"🏖️ Viva ou invista em uma das regiões mais valorizadas do Recife! O Estilo Boa Viagem é a escolha ideal para quem busca conforto, qualidade de vida e ótimo potencial de valorização.  🏡 Apartamentos de 2 e 3 quartos, com suíte, varanda e lazer completo. Tudo isso a poucos passos da praia.  Aproveite as condições especiais e transforme seu futuro hoje mesmo.",,892185230378305_card0_card_image.png;892185230378305_card1_card_image.png
Direcional Engenharia,159185379226,1088296750519580,True,2026-08-27,2026-09-16,DCO,Saiba mais,http://fb.me/,Lançamento no Passaré,"Viva de frente para uma ampla área verde, em uma das regiões que mais cresce na cidade, conheça o Estilo Passaré! Apartamentos de 2 quartos com suíte e varanda com parcelas a partir de R$ 650. Visite o apartamento decorado em nossa loja na Av. Silas Munguba 5579. #EstiloPassaré #Direcional",,1088296750519580_card0_card_image.png;1088296750519580_card1_card_image.png
Direcional Engenharia,159185379226,1666864682105442,True,2026-08-27,2026-09-16,DCO,Cadastre-se,http://fb.me/,Ao lado o Shopping Via Norte,"No Conquista Jardim Norte, você encontra apartamentos de 2 quartos, lazer completo e uma localização privilegiada ao lado do Shopping Via Norte. Já pensou ter toda a conveniência de um shopping pertinho de casa? E o melhor: você realiza seu sonho com subsídio de até R$ 55 mil* e entrada facilitada em até 3x no cartão*.  Clique em “Cadastre-se” e não perca essa oportunidade! #Direcional #ConquistaJardimNorte",,1666864682105442_card0_card_image.png;1666864682105442_card1_card_image.png;1666864682105442_card2_card_image.png
Direcional Engenharia,159185379226,1080148704468662,True,2026-08-27,2026-09-16,DCO,Cadastre-se,http://fb.me/,Viva com exclusividade em Boa Viagem,"Em um dos bairros mais desejados da Zona Sul, onde modernidade e qualidade de vida se encontram em cada detalhe, apresentamos o Wave Boa Viagem. Um condomínio criado para quem busca mais conforto e praticidade com apartamentos de 2 quartos, suíte e varanda, planejados para oferecer bem-estar e funcionalidade.  Sua vida no ritmo que você merece, no endereço que você sempre quis. Não perca tempo!",,1080148704468662_card0_card_image.png;1080148704468662_card1_card_image.png;1080148704468662_card2_card_image.png
Direcional Engenharia,159185379226,1072986485170422,True,2026-08-27,2026-09-16,VIDEO,Cadastre-se,http://fb.me/,More em Boa Viagem com uma estrutura incrível,"Morar no bairro mais charmoso da cidade está prestes a se tornar realidade. O Estilo Boa Viagem avança em ritmo acelerado, trazendo apartamentos de 2 e 3 quartos com suíte, varanda e um mini mercado, em uma localização privilegiada.  A poucos minutos do shopping, da praia e de muito mais, com 3 elevadores por torre e uma estrutura completa.  Entre em contato e venha viver o Estilo Boa Viagem.",,1072986485170422_0_video_hd.mp4;1072986485170422_0_video_sd.mp4;1072986485170422_0_video_preview.jpg
Direcional Engenharia,159185379226,857757297302836,True,2026-08-27,2026-09-16,DCO,Cadastre-se,http://fb.me/,Clique em saiba mais,Agora você pode morar ao lado do Shopping Via Norte com as condições que preparamos: subsídio de até R$ 55 mil* e entrada parcelada em até 3x no cartão*. O Conquista Jardim Norte está esperando por você! #Direcional #ConquistaJardimNorte  *Consulte condições comerciais.,,857757297302836_card0_card_image.png;857757297302836_card1_card_image.png;857757297302836_card2_card_image.png;857757297302836_card3_card_image.png;857757297302836_card4_card_image.png;857757297302836_card5_card_image.png;857757297302836_card6_card_image.png;857757297302836_card7_card_image.png;857757297302836_card8_card_image.png;857757297302836_card9_card_image.png;857757297302836_card10_card_image.png;857757297302836_card11_card_image.png;857757297302836_card12_card_image.png;857757297302836_card13_card_image.png;857757297302836_card14_card_image.png;857757297302836_card15_card_image.png
Direcional Engenharia,159185379226,2027955777853116,True,2026-08-27,2026-09-16,DCO,Cadastre-se,http://fb.me/,Lançamento Direcional no Siqueira,"O Viva Vida Jandaia é o novo lançamento da Direcional para quem sonha em morar bem! Apartamentos com 2 quartos e lazer completo, segurança 24h e 13 itens de lazer, na região do Siqueira.   • Entrada facilitada em até 84x*  • Parcelas a partir de R$ 299*  • Documentação gratuita*  👉 Fale com a gente e saiba como garantir o seu no Viva Vida Jandaia.",,2027955777853116_card0_card_image.png;2027955777853116_card1_card_image.png;2027955777853116_card2_card_image.png
Direcional Engenharia,159185379226,1079970937706565,True,2026-08-27,2026-09-16,DCO,Cadastre-se,http://fb.me/,Conquiste seu sonho agora mesmo!,"Seu novo apê pode custar menos do que você imagina! No Conquista Maraponga, você encontra apartamentos de 2 quartos com lazer completo, entrada a partir de R$ 999* e parcelas mensais a partir de R$ 499*.  Chegou a hora de trocar o aluguel pela realização da casa própria. Clique em ""Cadastre-se"" e descubra como conquistar o seu!",,1079970937706565_card0_card_image.png;1079970937706565_card1_card_image.png;1079970937706565_card2_card_image.png
Direcional Engenharia,159185379226,922123510950621,True,2026-08-27,2026-09-16,DCO,Cadastre-se,http://fb.me/,Seu novo apê Direcional,"O Conquista Jaboatão é perfeito para quem quer morar bem e perto de tudo: apartamentos de 2 quartos com lazer completo, com praticidade, conforto para sua rotina e localizado em Sucupira.  🏡 Ideal para famílias que valorizam qualidade de vida 📍 Próximo de escolas, comércio e serviços  Sair do aluguel está mais perto do que você imagina!",,922123510950621_card0_card_video_hd.mp4;922123510950621_card1_card_video_hd.mp4
Direcional Engenharia,159185379226,1259912176224412,True,2026-08-27,2026-09-16,DCO,Cadastre-se,http://fb.me/,Viva com exclusividade em Boa Viagem,"Em um dos bairros mais desejados da Zona Sul, onde modernidade e qualidade de vida se encontram em cada detalhe, apresentamos o Wave Boa Viagem. Um condomínio criado para quem busca mais conforto e praticidade com apartamentos de 2 quartos, suíte e varanda, planejados para oferecer bem-estar e funcionalidade.  Sua vida no ritmo que você merece, no endereço que você sempre quis. Não perca tempo!",,1259912176224412_card0_card_image.png;1259912176224412_card1_card_image.png
Direcional Engenharia,159185379226,1052754627640130,True,2026-08-27,2026-09-16,DCO,Cadastre-se,http://fb.me/,A união perfeita entre o verde e a cidade,"O Nature Arbo chegou para você viver cercado de lazer, conforto e natureza! Localizado na Cidade Arbo, na melhor região do Castelão, o condomínio oferece áreas de lazer completas, pensadas para todos os momentos: piscina, espaço gourmet, playground, quadra e muito mais.  Tudo isso com apartamentos de 2 quartos, sendo 1 suíte, em um ambiente moderno, funcional e com o verde por todos os lados. Diversão, bem-estar e qualidade de vida no mesmo lugar.",,1052754627640130_card0_card_image.png;1052754627640130_card1_card_image.png
Direcional Engenharia,159185379226,1611517107277785,True,2026-08-27,2026-09-16,DCO,Cadastre-se,http://fb.me/,Últimas unidades. Corra!,"Viva em um bairro planejado, com segurança e lazer completo, e aproveite as opções de apartamentos garden para viver com mais espaço e bem-estar.   No Parque Ville Orquídea você encontra lazer completo para todas as idades, com piscina, playground e áreas pensadas para toda a família.  📍 O Jardim Manaus espera por você com condições exclusivas.  Garanta agora seu novo lar e aproveite essa oportunidade!",,1611517107277785_card0_card_video_hd.mp4;1611517107277785_card1_card_video_hd.mp4
Direcional Engenharia,159185379226,27585030911180044,True,2026-08-27,2026-09-16,DCO,Cadastre-se,http://fb.me/,Próximo ao Rapidão,"Saia do aluguel com a Direcional! Apartamento de 2 quartos com lazer completo na região do Tarumã. Aproveite subsídio de até R$55mil* e entrada a partir de R$ 999* parcelada em 3x no cartão*! Avenida de Manaus e ao Via Norte, um apê para viver a vida com tranquilidade. #VivaVidaRioTapajós #BairroTarumã #Direcional #Rapidão",,27585030911180044_card0_card_video_hd.mp4;27585030911180044_card1_card_video_hd.mp4
Direcional Engenharia,159185379226,934810609664939,True,2026-08-27,2026-09-15,DCO,Cadastre-se,http://fb.me/,Oportunidade única no Siqueira,"🚨 O APARTAMENTO MAIS EM CONTA DO CEARÁ PODE SER SEU!   Com parcelas a partir de R$ 299*, chegou o Viva Vida Jandaia, o novo lançamento da Direcional no Siqueira, com apartamentos de 2 quartos, lazer completo, segurança 24h e 13 itens de lazer para você viver muito bem pagando muito pouco!  ✔ Entrada facilitada em até 84x*  ✔ Parcelas a partir de R$ 299*  ✔ Documentação gratuita*  👉 Chama agora e garanta sua unidade antes que acabe!",,934810609664939_card0_card_image.png;934810609664939_card1_card_image.png;934810609664939_card2_card_image.png
